שם ישוב,סמל ישוב,בוחרים , מצביעים,פסולים,כשרים,Arabs,Left,Right,Center,Orthodox
עמיקם,773,265.0,197.0,6.0,191.0,0.0,55.0,95.0,24.0,3.0
עמיר,319,492.0,351.0,3.0,348.0,5.0,288.0,18.0,19.0,1.0
עמנואל,3660,1249.0,952.0,13.0,939.0,0.0,5.0,78.0,0.0,721.0
עמקה,708,373.0,276.0,3.0,273.0,0.0,11.0,206.0,0.0,45.0
ענב,3712,294.0,226.0,2.0,224.0,0.0,0.0,151.0,4.0,54.0
עספיא,534,6213.0,3303.0,88.0,3215.0,680.0,1497.0,506.0,238.0,253.0
עפולה,7700,29838.0,18508.0,486.0,18022.0,40.0,2773.0,9978.0,2824.0,1691.0
עץ אפרים,3778,380.0,300.0,3.0,297.0,0.0,4.0,211.0,27.0,34.0
עראבה,531,9680.0,5871.0,53.0,5818.0,4802.0,421.0,37.0,12.0,20.0
עראמשה,1246,675.0,380.0,8.0,372.0,78.0,195.0,17.0,5.0,72.0
ערד,2560,20007.0,11892.0,294.0,11598.0,36.0,2229.0,4366.0,3494.0,1014.0
ערוגות,593,486.0,382.0,14.0,368.0,0.0,171.0,119.0,62.0,6.0
ערערה,637,8348.0,4509.0,104.0,4405.0,3100.0,550.0,51.0,13.0,22.0
ערערה-בנגב,1192,3341.0,1544.0,55.0,1489.0,1200.0,108.0,36.0,3.0,19.0
עשרת,591,745.0,580.0,2.0,578.0,2.0,282.0,137.0,122.0,2.0
עתלית,53,3311.0,2179.0,33.0,2146.0,6.0,427.0,1033.0,349.0,261.0
עתניאל,3748,260.0,221.0,0.0,221.0,0.0,1.0,161.0,7.0,13.0
פארן,1151,293.0,188.0,0.0,188.0,0.0,119.0,28.0,34.0,0.0
פאת שדה,5436,57.0,44.0,1.0,43.0,0.0,0.0,38.0,2.0,2.0
פדואל,3768,438.0,339.0,1.0,338.0,0.0,0.0,291.0,0.0,10.0
פדויים,750,226.0,148.0,1.0,147.0,0.0,27.0,75.0,2.0,43.0
פדיה,838,354.0,267.0,2.0,265.0,0.0,23.0,195.0,16.0,26.0
פוריה - כפר עבודה,1104,182.0,129.0,2.0,127.0,0.0,19.0,83.0,6.0,11.0
פוריה - נווה עובד,1105,600.0,405.0,2.0,403.0,1.0,46.0,253.0,32.0,49.0
פוריה עילית,1313,318.0,213.0,1.0,212.0,0.0,82.0,77.0,44.0,6.0
פוריידיס,537,5312.0,2678.0,87.0,2591.0,1618.0,534.0,30.0,7.0,23.0
פורת,767,576.0,399.0,5.0,394.0,1.0,5.0,169.0,8.0,202.0
פטיש,749,459.0,361.0,0.0,361.0,2.0,65.0,143.0,5.0,132.0
פלמחים,597,496.0,311.0,3.0,308.0,2.0,248.0,17.0,25.0,5.0
פני חבר,3723,111.0,94.0,0.0,94.0,0.0,0.0,69.0,0.0,6.0
פסגות,3659,634.0,556.0,2.0,554.0,0.0,4.0,498.0,4.0,16.0
פסוטה,535,1992.0,1107.0,8.0,1099.0,672.0,253.0,107.0,0.0,57.0
"פעמי תש""ז",2059,227.0,164.0,1.0,163.0,2.0,42.0,69.0,5.0,45.0
פצאל,3615,208.0,133.0,0.0,133.0,0.0,38.0,76.0,13.0,0.0
פקיעין )בוקייעה(,536,3000.0,2295.0,29.0,2266.0,851.0,665.0,343.0,9.0,385.0
פקיעין חדשה,281,183.0,146.0,1.0,145.0,1.0,20.0,45.0,4.0,72.0
פרדס חנה-כרכור,7800,20610.0,13336.0,229.0,13107.0,50.0,3144.0,6497.0,1958.0,1020.0
פרדסיה,171,3687.0,2724.0,28.0,2696.0,0.0,841.0,1040.0,562.0,179.0
פרוד,599,237.0,157.0,0.0,157.0,4.0,109.0,17.0,18.0,4.0
פרזון,2053,270.0,144.0,1.0,143.0,0.0,18.0,113.0,4.0,3.0
פרי גן,1231,104.0,67.0,1.0,66.0,1.0,20.0,30.0,13.0,2.0
פתח תקווה,7900,138463.0,91751.0,1301.0,90450.0,146.0,16908.0,44890.0,14932.0,11066.0
פתחיה,839,467.0,322.0,1.0,321.0,0.0,33.0,240.0,18.0,21.0
צאלים,413,364.0,244.0,0.0,244.0,0.0,196.0,21.0,11.0,1.0
צביה,1180,168.0,137.0,4.0,133.0,0.0,83.0,21.0,18.0,0.0
צובה,465,528.0,341.0,3.0,338.0,1.0,246.0,24.0,54.0,1.0
צוחר,1136,290.0,191.0,2.0,189.0,0.0,37.0,106.0,12.0,26.0
צופים,3791,443.0,356.0,2.0,354.0,0.0,19.0,255.0,37.0,20.0
צופית,198,557.0,434.0,1.0,433.0,1.0,241.0,72.0,93.0,4.0
צופר,1150,172.0,131.0,2.0,129.0,0.0,59.0,28.0,34.0,0.0
צוקי ים,1102,137.0,106.0,4.0,102.0,0.0,53.0,13.0,25.0,4.0
צור הדסה,1113,1678.0,1351.0,9.0,1342.0,7.0,508.0,508.0,264.0,19.0
צור יגאל,1306,3099.0,2446.0,15.0,2431.0,3.0,813.0,890.0,628.0,24.0
צור משה,276,946.0,757.0,9.0,748.0,3.0,377.0,159.0,177.0,9.0
צור נתן,1148,188.0,135.0,0.0,135.0,0.0,14.0,85.0,28.0,2.0
צוריאל,774,214.0,158.0,0.0,158.0,0.0,31.0,98.0,3.0,22.0
צורית,1221,385.0,308.0,3.0,305.0,1.0,124.0,74.0,103.0,0.0
צורן,1308,2867.0,2240.0,28.0,2212.0,3.0,667.0,761.0,610.0,80.0
ציפורי,613,322.0,225.0,3.0,222.0,0.0,96.0,70.0,47.0,2.0
צלפון,796,432.0,303.0,6.0,297.0,0.0,21.0,185.0,5.0,80.0
צנדלה,636,773.0,228.0,6.0,222.0,202.0,2.0,0.0,0.0,2.0
צפריה,594,330.0,263.0,7.0,256.0,1.0,11.0,194.0,8.0,13.0
צפרירים,1079,198.0,131.0,0.0,131.0,0.0,37.0,62.0,13.0,12.0
צפת,8000,18114.0,11550.0,189.0,11361.0,61.0,1022.0,4813.0,1371.0,3054.0
צרופה,612,455.0,335.0,6.0,329.0,0.0,68.0,176.0,24.0,47.0
צרעה,567,754.0,481.0,1.0,480.0,5.0,400.0,15.0,36.0,1.0
קבועה )שבט(,1234,364.0,257.0,12.0,245.0,105.0,24.0,82.0,1.0,27.0
קבוצת יבנה,334,594.0,442.0,3.0,439.0,0.0,72.0,318.0,27.0,3.0
קדומים,3557,1697.0,1414.0,12.0,1402.0,0.0,3.0,1135.0,18.0,80.0
קדימה,195,5962.0,4304.0,56.0,4248.0,6.0,1069.0,1759.0,832.0,470.0
קדמת צבי,4025,188.0,120.0,0.0,120.0,0.0,42.0,40.0,31.0,0.0
קדר,3781,280.0,214.0,0.0,214.0,0.0,13.0,162.0,22.0,7.0
קדרון,615,749.0,563.0,5.0,558.0,2.0,290.0,120.0,120.0,4.0
קודייראת א-צאנע)ש,964,942.0,324.0,8.0,316.0,238.0,56.0,2.0,7.0,0.0
קוואעין )שבט(,972,308.0,140.0,4.0,136.0,100.0,8.0,2.0,0.0,23.0
קוממיות,766,223.0,129.0,1.0,128.0,0.0,0.0,0.0,0.0,125.0
קורנית,1179,353.0,280.0,2.0,278.0,1.0,166.0,42.0,62.0,0.0
קטורה,1052,329.0,172.0,3.0,169.0,1.0,107.0,23.0,19.0,0.0
קטיף,5423,135.0,123.0,0.0,123.0,0.0,0.0,111.0,0.0,10.0
קיסריה,1167,2406.0,1670.0,19.0,1651.0,0.0,674.0,469.0,434.0,20.0
קלחים,414,202.0,127.0,1.0,126.0,1.0,58.0,26.0,1.0,39.0
קליה,3601,169.0,128.0,0.0,128.0,0.0,31.0,65.0,21.0,1.0
קלנסווה,638,8009.0,4765.0,108.0,4657.0,3515.0,733.0,91.0,5.0,5.0
קציר-חריש,1247,1895.0,1337.0,24.0,1313.0,11.0,358.0,528.0,262.0,96.0
קצרין,4100,4807.0,2883.0,72.0,2811.0,5.0,416.0,1452.0,636.0,162.0
קרית אונו,2620,20172.0,14086.0,160.0,13926.0,37.0,4624.0,5288.0,2724.0,858.0
קרית ארבע,3611,3576.0,2639.0,44.0,2595.0,1.0,21.0,1640.0,113.0,179.0
קרית אתא,6800,39192.0,24888.0,536.0,24352.0,52.0,3588.0,13494.0,3564.0,2795.0
קרית ביאליק,9500,32212.0,20712.0,340.0,20372.0,25.0,5281.0,8996.0,4444.0,987.0
קרית גת,2630,36155.0,22020.0,527.0,21493.0,35.0,2757.0,10589.0,3643.0,3792.0
קרית טבעון,2300,11292.0,7704.0,90.0,7614.0,34.0,3578.0,2167.0,1414.0,118.0
קרית ים,9600,34961.0,20591.0,567.0,20024.0,40.0,3012.0,11126.0,3968.0,1257.0
קרית יערים,1137,1317.0,984.0,10.0,974.0,0.0,5.0,60.0,8.0,855.0
קרית מוצקין,8200,33012.0,21318.0,386.0,20932.0,23.0,5451.0,9170.0,4666.0,983.0
קרית מלאכי,1034,13682.0,8724.0,184.0,8540.0,25.0,1516.0,3908.0,408.0,1746.0
קרית נטפים,3746,187.0,158.0,0.0,158.0,0.0,1.0,122.0,0.0,28.0
קרית ענבים,78,267.0,198.0,4.0,194.0,0.0,138.0,26.0,18.0,2.0
קרית עקרון,469,6567.0,4527.0,83.0,4444.0,15.0,605.0,2769.0,348.0,564.0
קרית שמונה,2800,16648.0,9833.0,171.0,9662.0,16.0,1287.0,5641.0,1122.0,1318.0
קרני שומרון,3640,3912.0,2843.0,27.0,2816.0,0.0,54.0,2178.0,154.0,160.0
קשת,4006,264.0,215.0,1.0,214.0,0.0,0.0,205.0,0.0,2.0
ראמה,543,4790.0,2910.0,87.0,2823.0,1773.0,442.0,375.0,24.0,187.0
ראס אל-עין,1334,117.0,87.0,2.0,85.0,37.0,34.0,9.0,0.0,2.0
ראס עלי,990,211.0,138.0,3.0,135.0,76.0,19.0,38.0,1.0,1.0
ראש העין,2640,22459.0,16712.0,238.0,16474.0,23.0,3048.0,8036.0,2089.0,2882.0
ראש פינה,26,1661.0,1178.0,6.0,1172.0,8.0,520.0,332.0,165.0,49.0
ראש צורים,3602,166.0,125.0,0.0,125.0,0.0,4.0,106.0,5.0,1.0
ראשון לציון,8300,164928.0,108466.0,1549.0,106917.0,166.0,24910.0,49082.0,23257.0,6522.0
רבבה,3795,235.0,220.0,3.0,217.0,0.0,1.0,195.0,1.0,9.0
רבדים,564,312.0,201.0,1.0,200.0,0.0,173.0,8.0,11.0,0.0
רביבים,354,664.0,442.0,7.0,435.0,1.0,304.0,51.0,48.0,4.0
רגבה,390,497.0,372.0,1.0,371.0,0.0,299.0,17.0,42.0,3.0
רגבים,444,305.0,158.0,3.0,155.0,1.0,128.0,11.0,10.0,1.0
רהט,1161,14399.0,8142.0,256.0,7886.0,4781.0,2002.0,184.0,57.0,324.0
רווחה,2051,323.0,239.0,4.0,235.0,0.0,9.0,150.0,1.0,72.0
רוויה,2016,171.0,109.0,2.0,107.0,0.0,1.0,84.0,1.0,19.0
רוחמה,362,435.0,271.0,3.0,268.0,0.0,232.0,7.0,19.0,1.0
רומאנה,539,364.0,301.0,6.0,295.0,229.0,21.0,2.0,0.0,41.0
רומת הייב,997,786.0,262.0,0.0,262.0,70.0,71.0,38.0,7.0,71.0
רועי,3619,149.0,93.0,1.0,92.0,0.0,9.0,70.0,11.0,2.0
רחוב,854,229.0,150.0,3.0,147.0,0.0,2.0,111.0,1.0,32.0
רחובות,8400,79669.0,53077.0,763.0,52314.0,109.0,12731.0,21987.0,9611.0,6034.0
ריחאניה,540,677.0,416.0,13.0,403.0,27.0,266.0,52.0,7.0,47.0
ריחן,3568,88.0,47.0,0.0,47.0,0.0,10.0,16.0,12.0,1.0
ריינה,542,6655.0,4091.0,152.0,3939.0,3055.0,572.0,95.0,59.0,32.0
רימונים,3565,343.0,223.0,2.0,221.0,0.0,12.0,164.0,30.0,8.0
רינתיה,616,479.0,365.0,2.0,363.0,1.0,102.0,164.0,49.0,17.0
רכסים,922,3824.0,3203.0,29.0,3174.0,2.0,102.0,568.0,145.0,2322.0
רם-און,1069,382.0,324.0,1.0,323.0,0.0,184.0,58.0,70.0,3.0
רמות,4702,428.0,290.0,4.0,286.0,0.0,143.0,61.0,53.0,2.0
רמות השבים,206,767.0,581.0,5.0,576.0,2.0,332.0,76.0,134.0,4.0
רמות מאיר,735,391.0,247.0,3.0,244.0,2.0,99.0,96.0,31.0,9.0
רמות מנשה,445,468.0,331.0,6.0,325.0,2.0,270.0,10.0,20.0,0.0
רמות נפתלי,372,343.0,247.0,1.0,246.0,0.0,77.0,93.0,32.0,22.0
רמלה,8500,45011.0,27956.0,742.0,27214.0,3181.0,3466.0,13163.0,2148.0,4524.0
רמת אפעל,1049,2449.0,1895.0,8.0,1887.0,5.0,936.0,521.0,361.0,24.0
רמת גן,8600,111159.0,72568.0,961.0,71607.0,171.0,21036.0,30608.0,13170.0,4394.0
רמת דוד,135,364.0,235.0,3.0,232.0,0.0,152.0,41.0,28.0,0.0
רמת הכובש,184,547.0,381.0,1.0,380.0,6.0,292.0,31.0,33.0,1.0
רמת השופט,335,509.0,324.0,4.0,320.0,0.0,260.0,22.0,26.0,0.0
רמת השרון,2650,30761.0,22137.0,192.0,21945.0,54.0,9291.0,6406.0,4393.0,1215.0
רמת יוחנן,178,609.0,402.0,10.0,392.0,1.0,282.0,49.0,35.0,2.0
רמת ישי,122,3554.0,2556.0,23.0,2533.0,2.0,873.0,992.0,499.0,60.0
רמת מגשימים,4701,349.0,268.0,0.0,268.0,0.0,4.0,230.0,17.0,10.0
רמת פנקס,883,440.0,312.0,3.0,309.0,0.0,31.0,162.0,13.0,86.0
רמת צבי,339,302.0,212.0,3.0,209.0,0.0,127.0,35.0,44.0,0.0
רמת רזיאל,460,285.0,195.0,2.0,193.0,2.0,63.0,76.0,40.0,3.0
רמת רחל,127,270.0,194.0,1.0,193.0,0.0,138.0,28.0,11.0,2.0
רנן,789,252.0,168.0,3.0,165.0,0.0,62.0,75.0,21.0,3.0
רעים,713,290.0,212.0,1.0,211.0,1.0,165.0,12.0,26.0,0.0
רעננה,8700,53864.0,37675.0,344.0,37331.0,62.0,12051.0,13562.0,8504.0,1835.0
רפיח ים,5433,76.0,50.0,0.0,50.0,0.0,3.0,38.0,0.0,8.0
רקפת,1228,312.0,281.0,2.0,279.0,1.0,142.0,56.0,67.0,3.0
רשפון,247,625.0,465.0,8.0,457.0,1.0,241.0,89.0,102.0,0.0
רשפים,437,349.0,273.0,2.0,271.0,1.0,217.0,16.0,21.0,0.0
שאר ישוב,324,262.0,190.0,1.0,189.0,0.0,68.0,69.0,44.0,3.0
שבי ציון,282,595.0,407.0,3.0,404.0,0.0,200.0,107.0,77.0,2.0
שבי שומרון,3571,368.0,265.0,1.0,264.0,0.0,3.0,210.0,4.0,15.0
שבלי - אום אל-גנם,913,2532.0,1132.0,40.0,1092.0,621.0,218.0,35.0,3.0,130.0
שגב,917,556.0,406.0,2.0,404.0,1.0,247.0,48.0,78.0,9.0
שגב-שלום,1286,1758.0,894.0,35.0,859.0,589.0,196.0,12.0,19.0,14.0
שדה אילן,721,286.0,219.0,4.0,215.0,0.0,5.0,184.0,9.0,12.0
שדה אליהו,304,530.0,358.0,10.0,348.0,0.0,43.0,279.0,7.0,2.0
שדה אליעזר,861,388.0,265.0,4.0,261.0,1.0,74.0,135.0,28.0,11.0
שדה בוקר,885,362.0,245.0,0.0,245.0,1.0,185.0,24.0,20.0,0.0
שדה דוד,36,300.0,207.0,4.0,203.0,0.0,29.0,122.0,8.0,39.0
שדה ורבורג,284,630.0,477.0,9.0,468.0,4.0,249.0,92.0,102.0,3.0
שדה יואב,293,189.0,127.0,0.0,127.0,3.0,100.0,1.0,16.0,0.0
שדה יעקב,142,298.0,238.0,0.0,238.0,0.0,34.0,177.0,4.0,9.0
שדה יצחק,2008,299.0,209.0,6.0,203.0,1.0,77.0,73.0,36.0,9.0
שדה משה,18,251.0,200.0,0.0,200.0,0.0,80.0,74.0,36.0,7.0
שדה נחום,259,255.0,165.0,1.0,164.0,0.0,106.0,23.0,27.0,1.0
שדה נחמיה,329,344.0,241.0,0.0,241.0,0.0,169.0,36.0,24.0,0.0
שדה ניצן,1058,302.0,168.0,1.0,167.0,1.0,94.0,29.0,30.0,1.0
שדה עוזיהו,739,650.0,455.0,8.0,447.0,2.0,32.0,297.0,4.0,105.0
שדה צבי,2049,187.0,135.0,3.0,132.0,1.0,23.0,59.0,3.0,42.0
שדות ים,327,526.0,396.0,8.0,388.0,0.0,296.0,27.0,34.0,3.0
שדות מיכה,27,210.0,130.0,1.0,129.0,0.0,6.0,53.0,2.0,64.0
שדי אברהם,1223,133.0,85.0,1.0,84.0,0.0,36.0,28.0,17.0,0.0
שדי חמד,2015,410.0,292.0,4.0,288.0,2.0,117.0,93.0,66.0,4.0
שדי תרומות,2057,318.0,208.0,2.0,206.0,2.0,3.0,184.0,2.0,13.0
שדמה,555,282.0,198.0,0.0,198.0,0.0,95.0,32.0,63.0,1.0
שדמות דבורה,306,313.0,228.0,1.0,227.0,0.0,114.0,60.0,41.0,1.0
שדמות מחולה,3578,236.0,187.0,2.0,185.0,0.0,2.0,167.0,2.0,2.0
שדרות,1031,14907.0,9192.0,236.0,8956.0,24.0,1879.0,4367.0,1015.0,1421.0
שואבה,741,297.0,216.0,2.0,214.0,2.0,72.0,86.0,39.0,6.0
שובה,761,260.0,177.0,2.0,175.0,0.0,6.0,119.0,1.0,48.0
שובל,394,499.0,328.0,1.0,327.0,0.0,270.0,17.0,29.0,0.0
שוהם,1304,7965.0,6454.0,42.0,6412.0,2.0,1826.0,2725.0,1463.0,234.0
שומרה,614,237.0,172.0,3.0,169.0,1.0,44.0,83.0,8.0,32.0
שוקדה,415,137.0,105.0,2.0,103.0,0.0,3.0,59.0,0.0,37.0
שורש,456,291.0,217.0,5.0,212.0,0.0,90.0,69.0,40.0,2.0
שורשים,1235,165.0,98.0,1.0,97.0,1.0,58.0,21.0,16.0,0.0
שושנת העמקים )רסק,224,413.0,255.0,7.0,248.0,0.0,47.0,146.0,18.0,26.0
שזור,527,226.0,153.0,0.0,153.0,0.0,18.0,115.0,2.0,11.0
שחר,7,354.0,257.0,3.0,254.0,1.0,95.0,102.0,19.0,30.0
שיבולים,865,229.0,180.0,1.0,179.0,0.0,8.0,146.0,2.0,22.0
שייח' דנון,658,1157.0,725.0,25.0,700.0,470.0,178.0,17.0,2.0,18.0
שילה,3641,845.0,670.0,1.0,669.0,0.0,1.0,507.0,2.0,47.0
שילת,1165,229.0,185.0,1.0,184.0,2.0,96.0,33.0,39.0,4.0
שכניה,1160,310.0,226.0,3.0,223.0,0.0,109.0,50.0,57.0,1.0
שלווה,873,344.0,252.0,3.0,249.0,0.0,8.0,149.0,0.0,83.0
שלוחות,439,362.0,260.0,2.0,258.0,0.0,38.0,190.0,13.0,5.0
שלומי,812,3875.0,2651.0,46.0,2605.0,7.0,371.0,1388.0,515.0,233.0
שמיר,366,472.0,347.0,2.0,345.0,0.0,273.0,18.0,35.0,1.0
שמעה,3784,175.0,117.0,2.0,115.0,0.0,13.0,81.0,12.0,3.0
שמרת,432,347.0,253.0,0.0,253.0,1.0,211.0,14.0,20.0,0.0
שמשית,1337,723.0,624.0,0.0,624.0,0.0,347.0,113.0,140.0,0.0
שני,1287,343.0,191.0,9.0,182.0,0.0,22.0,97.0,45.0,6.0
שניר,1132,226.0,153.0,1.0,152.0,0.0,107.0,11.0,24.0,0.0
שעב,538,2917.0,2373.0,16.0,2357.0,2051.0,95.0,29.0,0.0,56.0
שעל,4009,206.0,120.0,1.0,119.0,1.0,17.0,69.0,20.0,4.0
שעלבים,856,997.0,880.0,1.0,879.0,0.0,9.0,645.0,17.0,157.0
שער אפרים,661,627.0,486.0,5.0,481.0,0.0,80.0,273.0,65.0,56.0
שער הגולן,264,479.0,361.0,5.0,356.0,0.0,300.0,17.0,27.0,0.0
שער העמקים,237,520.0,395.0,2.0,393.0,0.0,343.0,6.0,22.0,0.0
שער מנשה,921,228.0,7.0,0.0,7.0,0.0,2.0,4.0,1.0,0.0
שערי תקווה,3720,2439.0,1856.0,14.0,1842.0,0.0,125.0,1383.0,176.0,69.0
שפיים,232,718.0,544.0,2.0,542.0,3.0,468.0,29.0,22.0,1.0
שפיר,692,248.0,192.0,1.0,191.0,0.0,15.0,143.0,10.0,11.0
שפר,846,194.0,135.0,0.0,135.0,1.0,21.0,83.0,2.0,16.0
שפרעם,8800,18502.0,12042.0,214.0,11828.0,8145.0,2078.0,999.0,133.0,199.0
שקד,3649,365.0,274.0,2.0,272.0,0.0,32.0,186.0,36.0,8.0
שקף,1233,176.0,149.0,2.0,147.0,0.0,21.0,100.0,15.0,1.0
שרונה,292,340.0,242.0,1.0,241.0,0.0,124.0,64.0,34.0,4.0
שריגים )לי-און(,1114,441.0,349.0,7.0,342.0,3.0,153.0,88.0,54.0,26.0
שריד,126,605.0,432.0,4.0,428.0,2.0,345.0,22.0,34.0,0.0
שרשרת,398,219.0,174.0,8.0,166.0,0.0,1.0,104.0,1.0,60.0
שתולה,1045,162.0,111.0,6.0,105.0,1.0,26.0,58.0,5.0,13.0
שתולים,763,846.0,621.0,6.0,615.0,2.0,130.0,344.0,45.0,78.0
תאשור,2062,207.0,142.0,0.0,142.0,1.0,71.0,38.0,14.0,10.0
תדהר,2061,160.0,124.0,1.0,123.0,0.0,62.0,39.0,0.0,20.0
תובל,1172,200.0,127.0,2.0,125.0,5.0,84.0,13.0,18.0,0.0
תומר,3558,205.0,134.0,3.0,131.0,0.0,41.0,64.0,19.0,2.0
תושיה,1083,106.0,95.0,0.0,95.0,0.0,0.0,84.0,0.0,10.0
תימורים,163,404.0,321.0,5.0,316.0,0.0,173.0,50.0,80.0,0.0
תירוש,10,254.0,199.0,5.0,194.0,1.0,4.0,94.0,1.0,88.0
תל אביב - יפו,5000,354175.0,212792.0,3315.0,209477.0,4283.0,73946.0,70461.0,34284.0,17988.0
תל יוסף,84,363.0,251.0,4.0,247.0,0.0,174.0,29.0,27.0,5.0
תל יצחק,287,259.0,182.0,5.0,177.0,0.0,110.0,28.0,30.0,0.0
תל מונד,154,4833.0,3651.0,45.0,3606.0,5.0,1154.0,1451.0,585.0,313.0
תל עדשים,103,339.0,271.0,1.0,270.0,0.0,104.0,116.0,44.0,3.0
תל קציר,719,230.0,145.0,0.0,145.0,0.0,92.0,20.0,25.0,2.0
תל שבע,1054,4250.0,1922.0,71.0,1851.0,1193.0,546.0,19.0,9.0,38.0
תל תאומים,1283,175.0,120.0,1.0,119.0,0.0,8.0,97.0,1.0,12.0
תלם,3719,48.0,30.0,0.0,30.0,0.0,2.0,23.0,2.0,1.0
תלמי אליהו,1051,209.0,127.0,2.0,125.0,0.0,32.0,53.0,13.0,24.0
תלמי אלעזר,2003,385.0,273.0,2.0,271.0,0.0,87.0,127.0,48.0,3.0
"תלמי ביל""ו",2050,234.0,162.0,2.0,160.0,0.0,22.0,86.0,7.0,37.0
תלמי יוסף,1237,162.0,82.0,0.0,82.0,0.0,41.0,20.0,15.0,0.0
תלמי יחיאל,727,397.0,281.0,11.0,270.0,0.0,92.0,104.0,54.0,13.0
תלמי יפה,744,108.0,75.0,0.0,75.0,0.0,49.0,10.0,12.0,1.0
תלמים,814,387.0,275.0,5.0,270.0,1.0,9.0,103.0,15.0,138.0
תמרת,1244,1130.0,851.0,5.0,846.0,2.0,490.0,133.0,195.0,4.0
תנובות,2002,431.0,307.0,7.0,300.0,0.0,115.0,128.0,11.0,35.0
תעוז,752,332.0,227.0,3.0,224.0,1.0,12.0,149.0,7.0,45.0
תפרח,709,674.0,582.0,3.0,579.0,0.0,3.0,44.0,2.0,523.0
תקומה,665,305.0,229.0,6.0,223.0,0.0,26.0,164.0,7.0,22.0
תקוע,3563,656.0,474.0,4.0,470.0,1.0,7.0,317.0,35.0,31.0
תראבין א-צאנע )שב,970,469.0,53.0,3.0,50.0,34.0,6.0,3.0,1.0,0.0
תרום,778,330.0,265.0,6.0,259.0,1.0,5.0,180.0,3.0,58.0
